ANLN,FOXC1,CDH3,UBE2T,NDC80,PGR,BIRC5,ORC6,ESR1,PHGDH,CDC6,MMP11,MYBL2,SFRP1,CCNE1,BLVRA,BAG1,MLPH,CDC20,CENPF,KRT17,FOXA1,ACTR3B,CCNB1,MDM2,MYC,CEP55,SLC39A6,ERBB2,GRB7,KIF2C,NUF2,EGFR,MKI67,TMEM45B,FGFR4,PTTG1,MELK,NAT1,CXXC5,BCL2,RRM2,GPR160,EXO1,UBE2C,TYMS,KRT5,KRT14,MAPT,MIA,PAM50_Subtype
5.70544728084801,1.52810480784322,4.10987668056088,4.27597149845624,3.67014041211206,2.76198564100972,5.97112156855451,3.37645579343808,8.38100313971694,3.56222507294517,5.89490339914997,7.22572240769256,6.12602296366829,3.51797684983409,2.19898785133314,5.71294364281597,5.68891191312171,6.57017917050588,4.59783632973155,6.4432581628901,2.09094293421067,8.42524184495853,2.38410624397115,6.07239497039108,6.20987365884022,7.48020913717787,4.51556767303005,9.58837095384132,8.65445574837216,4.89747569067207,4.54053393190446,4.09130248437848,3.26613237853208,6.79243339339588,-1.40342952543512,7.58010855313856,4.37320681152451,3.56946961132904,2.47067113505573,7.23787131870125,7.10574498146759,5.91006500045648,5.38923283715504,3.77770876921247,5.81617409871454,4.90322103479548,3.05231327748528,2.91768783886564,8.26276455079926,-4.7092379549592,LumB
2.5372458665457,5.01875027458291,7.45059022881283,1.64817301698783,0.673982203337435,6.65612624149521,2.67142196301887,0.653371923662149,7.51090547436692,6.63657060434934,2.55402157929652,2.23833442438331,3.16560790664262,10.4600432385173,0.567853852476092,5.56268227910143,6.41917375451834,6.57008912323271,2.70685835958412,4.08806014485501,10.7215992503163,6.47895991013741,3.34660815645309,3.21215049257965,6.54163336168839,8.25344525848401,2.312507980474,8.57732992726315,8.03084776005669,5.31538064968831,2.65596436827867,1.05013068922268,7.89562074016706,4.00508972499919,2.1674260480816,2.07746267119388,2.45627178801313,1.85184346470351,3.30095975953751,5.88398853755916,6.76309925287343,3.12875545486349,3.74753507058055,1.3861798923547,1.94805877996281,3.49298356636965,11.7352480569369,11.121805511789,5.91840508354649,2.61391563476546,N
6.80440952964615,7.22623368148811,8.25697148797999,5.69500101640653,5.183861035052,-1.4487912918655,7.74508271131974,3.21453184299875,-0.0786796634681682,8.17729652328386,6.04018564740468,6.85369675734436,7.68355080394219,9.27113021946244,5.33331061238507,4.80948584077758,5.31338700845554,3.80414185995104,6.55365224389598,7.17925869486804,9.4580000583357,0.274499365403634,4.58608551606954,6.87712930811189,6.91381423065304,7.19893863683269,5.22283322019874,6.85954773827391,8.24255719386371,5.11013475630719,5.82452049881567,5.06556920387375,6.73158704357263,8.43214946226535,-0.668917106229999,4.50144821111406,5.50474630378158,5.96235990686646,1.34292450641452,3.48773553811928,1.53409468727066,6.00210869315068,4.26778554067511,5.5978694344649,6.56359606782362,6.65766053956159,8.72025916985701,4.6221650217046,1.98567958232821,4.49350189030987,Basal
4.28255567894935,2.44186357301764,3.94034655301333,4.32583977667815,3.79595664367815,8.37843727184976,4.67953852885732,2.2633882682114,8.73738624643484,4.93941787899292,3.71578629499417,6.75774592963415,2.66500525172792,5.93149992023325,0.846370404804312,7.14492399131787,8.03955725865186,9.53129238555684,4.87676469665803,6.52128047512458,5.23111858125417,9.588689095845,4.2589286200207,5.76955093719369,7.08361976964008,6.50568024698555,3.96245725461907,12.6008954628497,8.63455988211861,5.11418604536515,4.32583977667815,3.77944493221649,4.56859620031125,6.16234104439527,1.57698050393069,0.315855688105532,4.46398923508893,3.2181590142184,7.82704357575065,7.54238256709342,8.23348823955258,5.12566208915723,6.04031540327997,2.5234511075139,4.57339319572294,3.75431753289571,5.55228756271129,5.12729409729607,8.34393715232838,-0.707227925007509,LumA
4.97295852159043,1.6406736339059,5.49678966228129,5.21694831455792,3.74588023146218,7.95723883436291,4.8142895744663,1.87076676559388,8.24170046020228,4.32276762411542,4.15243767837515,6.61167046457282,5.95321661772898,5.55143946794815,1.68972181515069,5.45069884060614,7.76167708762642,9.54147085656674,4.45395582412382,6.54270549733665,7.0165643752862,8.4367366262503,3.91870124265758,5.21485542970217,6.14933608809485,6.30467767803146,3.755511075244,10.0372290656076,9.12574312113331,5.73009167795034,4.19411204629352,3.82118473674332,3.81567124580021,5.96778941881625,2.3941745957984,4.84618874287322,3.39540714182885,3.91526829626466,9.30203077514246,6.49635894275551,7.13842770878383,5.73155634309228,5.79970156997314,3.94587464238781,4.65257755290055,5.1151452119564,6.33389946104102,6.68934501759292,8.52581613725366,0.213109036750889,LumA
3.70902970531019,1.62752907064824,2.24234755552865,3.26134201954951,2.3940029697237,10.0654001225905,2.80512329298515,1.58429901858667,10.6030862468021,6.49319957531439,2.74750385312483,7.09744867936963,3.0903444620836,2.75726832384037,-0.0452290345679317,7.31428800177277,6.35615247063907,9.72713406021541,3.09420193775312,5.2436506069864,1.32016708889554,9.47206982014082,3.65781953607592,4.7615195857195,7.00237606995955,5.80600558536259,2.85599281095389,11.5355671106322,8.92722711482143,5.21647875504283,2.80982262952097,2.49666474426134,2.16376553155297,5.48164988689658,4.4620059515056,0.174736649373976,2.33001487485189,2.28347228891486,9.67713653136994,7.38073965110261,7.44331999838851,3.90183199951612,6.60826940454011,2.35595166403551,2.28347228891486,3.79686243991458,0.664321102017874,0.980008256931091,8.66752047756883,-4.13269187581827,LumA
5.54780228279363,2.24314337841914,4.28897560206656,4.21455596414424,3.92007345914223,4.89414055524711,5.8050959010938,3.47386006398021,10.4391960630671,4.81403666187784,4.7829696767326,6.63267533868736,6.15828906746831,6.15586599830468,2.99897748653926,6.8464034987574,6.58375972924295,8.70808455654817,5.05466643639415,6.61019588629781,5.91978786178588,9.0115957437999,4.13805321591096,6.34216153688912,8.17483840263937,6.93272564237841,4.77414967957938,10.2733425414556,8.84681666856066,3.99138719072487,4.5592157776332,3.9892111796926,4.1748982369525,5.99383128643752,0.125229175553371,0.912055284246302,3.96062025080256,4.66524008936226,8.15532024643856,8.54886459930656,6.36709449704648,5.52319758495747,6.39653827493897,4.08198028568861,6.05648621594641,5.27162300841422,6.29405279894319,6.23925748274888,5.8698043032807,-0.360197651616871,LumA
4.74155650433195,2.92662451339318,6.69586290509346,4.25437338648519,3.98462589157159,5.62031863619788,5.22990573974164,1.65774574934769,8.60274511315956,7.01388552265649,4.61739900582976,6.18202644749997,4.62587612190332,6.32228727017529,2.70851436008915,5.23129528479574,6.45576951751924,8.51055022280785,4.21418043524664,6.86205062449475,9.01345653590828,8.25022420509242,3.07639579398979,5.23684012002726,6.74994252329573,5.87932594631333,4.1332469258517,10.7760695945086,8.37073089287734,4.51044292599657,4.17716797504378,4.59058234078457,5.26085129073447,6.21996630146286,1.73029877598125,1.72241517690541,4.10016648654951,3.88397159869973,6.36532243327108,6.75960481167453,6.55259825002464,5.24580527102394,5.7630914716645,3.44547995425536,4.38745900128563,5.03124040579381,8.96181426479443,8.27872700097515,7.00984294196335,1.51900155327744,LumA
1.96946445774033,5.31389995203727,7.20901045098245,1.55945903555787,0.898167489025738,6.40910153310066,1.12146755118538,1.70461419887778,6.3065860822523,6.82911318809114,2.52488963574545,0.251528091749757,2.58928838986863,11.0181312493407,0.649047829770572,4.46875880797043,5.76270818797135,6.37896213761978,2.32191741964116,3.78672301097099,8.81205858700983,5.58756518084434,4.60543539116819,3.19703247221814,6.04262359980825,8.93413529025023,0.88540019295186,8.40878789995487,7.7934124485587,5.52874333327563,1.74757603467657,0.329006844427475,7.87640546109998,3.62908270333265,1.67524534672101,1.71907742818974,1.28593812253559,1.08842728942138,1.16437614265468,5.79036591163589,6.54062479416975,2.28350729628083,3.86846979700198,1.35238977186543,0.678949315484433,3.20989080190704,10.1045579550216,9.16901334758425,6.74658362011778,2.58139400606176,N
1.33103572926201,3.62765273562018,4.01800983685166,3.59029001894917,2.10107314503386,6.04773509248778,4.26599431189986,0.405733096539609,7.61223222848141,7.2139150149173,2.55938970883717,8.39998271998251,3.36716951531572,5.5862810115823,0.91367317703692,7.54359379049388,7.60089645207965,10.1383128641639,3.56680718039966,3.54293577678081,8.25105049714081,7.45583135521466,3.1314042210035,4.09184806538258,5.59138145390796,7.26747452477045,1.13739465884589,7.65113315857495,8.78391856207037,5.53954695743118,2.82984158623345,0.968465649877299,3.94018769555023,3.76811933456811,4.4633026046458,4.0005884020192,3.80872556941445,1.4640972590536,7.65026059592534,7.21556758673705,5.20977528455638,3.63331592264048,5.32972834807522,0.894936614455334,2.89257734158141,3.71035130630689,6.95764415662378,8.12281205873201,7.7047310086073,1.4640972590536,LumA
