allgene_histvec,ANLN,FOXC1,CDH3,UBE2T,NDC80,PGR,BIRC5,ORC6,ESR1,PHGDH,CDC6,MMP11,MYBL2,SFRP1,CCNE1,BLVRA,BAG1,MLPH,CDC20,CENPF,KRT17,FOXA1,ACTR3B,CCNB1,MDM2,MYC,CEP55,SLC39A6,ERBB2,GRB7,KIF2C,NUF2,EGFR,MKI67,TMEM45B,FGFR4,PTTG1,MELK,NAT1,CXXC5,BCL2,RRM2,GPR160,EXO1,UBE2C,TYMS,KRT5,KRT14,MAPT,MIA
Luminal_A,10.8066424121455,9.87499151708572,12.015862993935,10.4056425989999,9.27488106375514,14.2713703232336,10.8121669059077,6.90134116537727,13.6253209504865,12.1432339341468,9.84296483340915,13.5906826902842,10.91201664762,14.5343925695995,6.79375927507691,12.4295409819282,12.3945244027849,14.0153772039585,10.7815170085037,13.187588280376,12.4020998347322,14.4159711155354,9.10524714966244,11.5637625693625,12.3722578726099,12.5588080009033,9.96948893833914,16.456077622268,14.6693055303878,10.5784917325579,10.3554459813577,9.21775042629787,11.8892752418279,12.3736596443988,7.9909504596287,8.09885204652104,9.98424603020051,9.53418832283584,13.4416027086932,12.6831032023515,12.5627051477928,10.4620798003635,11.6835109518905,9.70871826443359,10.362052326378,9.7524765914433,14.0708718529333,13.1742436922793,14.4384155349366,7.03018203842817
Luminal_A,9.83341060261421,8.67068468760413,11.7687870535087,9.28288711299565,8.92462717267926,14.2377304597098,9.77276214762845,6.82875116819374,14.4517681591578,9.93132604735516,9.58425060863955,11.6651320488039,11.0882208160304,13.2618549579944,7.67422063701521,12.4561506075703,12.1226121124811,14.5517688451415,10.764627433812,11.88500516652,13.1673160373873,14.1694880598435,9.51841169061152,10.9874247886547,12.1683386818587,12.2929776017001,9.3960194688233,15.0761114589069,14.457588088567,10.6313229546575,10.0122544762477,8.64304640500882,11.1257911419165,11.7914435801375,8.09139192104617,10.1588610974999,9.27003806569047,9.23608491179504,14.4486355642364,12.8269906111035,12.5226600046759,10.4866585983589,12.3738703676326,8.65890448326332,10.248052714783,9.8473177919072,14.1595946036122,13.9607521656,13.8880866658439,7.16489425642367
Luminal_A,10.0729189167173,7.85897191645198,10.5759672622089,8.67777060408428,8.20423434520756,15.4264241999031,9.73960320784501,9.11111666976346,15.5994613620632,7.91959734882765,9.1445196116846,15.0399684768111,9.76625872791021,9.96343528481042,6.1445842644338,11.2633073827097,12.986108587089,14.8057366583552,10.0967437004446,11.3329445321004,11.4262627595356,14.0943579304515,8.61316210729512,10.6476114873812,13.6829046632245,10.3468106955971,9.09016986956584,15.810897017107,14.9625750689581,10.3121799810843,9.47252888026981,7.81496543160431,10.1671953106271,11.2241851290963,10.6458182096111,11.5684121645425,8.84026471164855,8.57973941862807,8.83397849860384,13.4596923002052,12.3531407352616,9.80373327941705,11.2277858618937,8.06087202175808,9.27322116211573,9.81813628644485,11.5153837220484,11.2432860170658,13.6602106174009,4.08253466761043
P_positive,9.57214136520569,9.26511456355905,11.5942407810716,8.83643873656819,8.00631363812676,13.745536871772,10.1686739969295,7.02892277297821,11.9657788039152,10.0431407892268,8.77727396773864,14.8977769297439,9.39323909326616,12.9012420639212,6.65821334456466,12.1242089320839,12.2979767482606,12.6327699348636,9.01208477249635,11.6211286461717,12.8655891921512,14.0369621710555,8.5643458223299,10.2782379680559,12.5762789365693,10.9709147983689,9.2579188228787,15.2948357863481,15.729885404356,10.2829720780067,8.96866866987284,7.06235093795824,11.6864577419774,11.4517281478341,9.92090155452206,12.2337132568217,7.89321052103563,8.29114907574841,10.320295895904,11.6511908907768,11.9405327228076,9.36895369781929,13.0861211762352,8.07343303924901,8.70855794401666,9.1712042103764,13.0051716848258,13.1667766223979,10.890995060562,6.42112208720722
Luminal_A,11.5860108076378,8.35671210790003,10.4364193532759,10.8284508295293,9.29232286518487,9.81763938056184,11.244811010456,8.09860102868181,13.5386270491495,12.8617063354625,9.84557583841081,14.5720320625899,12.7762523135519,10.7864570608391,8.83749776584999,12.078384268461,11.1388533637292,13.7274501601819,11.2945670833501,13.4718109106305,11.7485846372713,13.8456094679046,8.51333211928954,12.0378980464471,11.7385788897248,10.2344224587334,10.7541395932322,13.1435196609192,13.6500110404966,9.5234382696701,11.0965177763763,10.2028422880943,10.6532897877569,13.1925788664087,10.0410295341549,9.5881371312597,9.73952127051062,10.6642437065453,11.4290912632592,11.1491241236902,10.3584746799123,11.5587537037861,13.3551910414666,10.6000917770064,11.2857278344988,10.1791724482798,10.5396613685666,10.6608295326642,12.474662784254,3.4558923827941
Luminal_A,11.6489050868578,9.31034875681492,11.4358710699432,10.4348368298323,8.6794427680788,13.4128858515173,11.2544352246973,8.99575386734117,13.7561379034659,10.0400556421999,10.6340780650072,13.3452450595786,12.9587101977629,12.4845288647774,8.20240235262809,13.2498715238926,11.0650609248916,13.7322842525889,11.1420401402682,11.9737803875995,13.4766154838981,14.1581464808195,8.2503360466771,12.1734573617661,15.5500597558238,12.1448944559404,9.82106931309523,17.676728410186,14.7274761509597,11.4569626893113,10.6916339606798,9.95003420326262,11.574127923216,12.8603977825823,11.0386880428792,9.06440057185981,10.354874189606,9.73944760419101,9.71232226070108,13.9574468441146,13.235355585964,12.0994895752439,11.3630701854419,9.22175553758758,12.1121920038769,10.543676540166,13.8761415359906,13.308782869353,9.47876422692641,6.08049216329748
Basal,12.9905431467168,7.89083540574578,11.1983073509716,12.149795244877,11.9998646128324,4.6022529503857,12.335812994812,9.95558379149218,5.00236446436121,14.5665933709274,12.2634985117028,12.1393511627757,13.5937810061585,14.278136672389,10.692970754652,9.83813755196087,12.0397201104691,9.66959850730965,12.6896823165416,13.9921356022934,10.2565158921275,12.5052789615128,11.3904121876933,12.5046366846171,12.386661850129,13.8563429414362,11.4010350285286,13.5559464412165,9.83268909215576,11.1019517535548,12.3367755681253,11.550820287602,11.2816472110129,14.6194615621043,9.68025519681067,6.01859223244288,11.7686927939786,11.8679155510489,4.25655416723764,11.6350060252046,13.9561797543194,13.1892123822992,7.89083540574578,9.94552275914277,13.0945046823002,13.5245042817136,12.3993868463976,6.44719752108219,9.05621115881589,2.81516220860857
Luminal_B,11.2203720708769,8.48959813062871,11.1026424605129,10.1968201485066,9.70573099677306,7.98068643655239,11.6101616632758,7.50048742335511,13.9920130586003,11.5901414871622,14.297025147859,14.9649377940107,10.5393255799043,9.67108032687162,8.31714656506381,11.8452136761629,12.1405343743205,14.7013059352112,10.9413236638473,12.5636599000849,10.9394259304617,15.0315145115467,8.56045498842248,11.4756437199696,12.5145814969222,10.3711912443011,10.2498487718067,14.6821412170112,19.0261403404089,14.5142903342713,10.7689596644489,9.39830342519264,10.7343534051414,11.9109272350473,10.479636766431,9.41114114965196,9.99722269533489,10.083385643099,11.7656930325226,13.157753941532,10.1570905544142,11.5513203387698,11.9460065099661,9.63713882514923,10.9311734502028,10.2600218158671,10.9406913633776,10.1968201485066,10.3711912443011,3.88616648513606
Triple_Positive,11.9360344842283,8.57779418762903,9.93842142541684,9.84301472117908,9.64353272623793,12.0187080708325,10.3960521297628,7.88012323379568,15.2279414665413,10.0291128707731,15.1539169814193,14.3697164295853,12.7305142935269,10.0133739594901,8.61356692949519,13.2392546647841,12.501477527182,13.8131523766145,11.0320318642077,13.0195951751248,10.9364026256778,14.5106997755257,8.2707272862767,12.8684696719816,12.8219665074568,11.744359072696,10.4401874315133,16.6617451244584,18.7874268208507,15.0134292167275,10.6075799985053,9.913851040757,10.1853065782928,13.1561046379278,7.38106044733982,8.63271181644588,10.7531868671216,10.491776618284,13.5620114178151,14.2236780696228,10.7458789090416,13.1168448146739,12.2188324978626,10.5840039889941,11.0380277460183,10.652825511735,11.2843974625303,10.3658601759792,10.1917753644204,4.13499499285055
Basal,12.8069826278423,11.0102874937871,10.7149905641437,11.1582913080448,11.5254136905622,5.20325346296082,13.278571650067,9.40698884556045,5.62374653233246,13.7689743166593,12.2926749806223,11.2095060494309,13.3861146861905,14.0161351615598,9.87155187364502,10.7610599877988,10.1900479724952,9.83878354967119,12.340058145018,14.3802078721279,7.34239483218682,13.3052468863337,7.10990446653398,12.4238652853126,11.6683398625785,13.3596235818381,12.3022769300432,13.462888296054,14.8564819149126,11.3671807174782,12.4328384607625,11.4308617010806,12.1104672720558,15.1293143092321,3.47626154007785,10.6324215342234,11.2735686205103,11.6820888121786,7.76557673480754,7.90341672522153,7.88451343052377,14.3102751961652,10.1929318573149,12.0044763693354,11.6130720434974,12.8526819842858,8.59501103107789,7.83614231692862,8.86467584926625,7.80632153688904
Basal,13.7084966936203,12.429342572208,12.7065286526662,10.6495635433603,11.1578895046133,6.54525480220022,12.9166713208278,8.96446078642467,8.68298569198203,14.4867075134073,10.8777432606417,12.3972702698585,13.7555379257816,12.9350497614228,10.4624693638533,10.7585740398571,13.3967503680612,8.25327821776486,13.1304173875929,14.2536721443705,16.4661632384597,11.2045277941462,11.0095306187115,12.3652584503996,11.8074140440908,13.76294816931,11.6837147218914,13.094197353334,13.1117153135573,9.51279182853852,12.4829599648872,10.1844066697049,12.7436462359909,13.0748557146784,8.33724656690146,8.50715294950167,11.3198221979708,11.2451364533899,6.58918074136109,11.2542601061494,13.0675958734171,12.6499703760301,9.23487036138801,10.6189882947992,12.8716207080304,12.3459181583537,16.5098047066775,12.4572647769023,6.82788173597367,9.16402456238152
Luminal_A,10.7088546281302,7.94679535261585,9.79986725374173,9.99942745836448,9.21927441455278,14.575700571805,10.44028305727,8.51032049747053,15.2614446897114,8.33925467930333,9.9727800081152,10.3469377431839,10.5203972788163,10.8290799032468,6.78255735905665,11.702711642344,13.3108858122086,15.7373005894228,10.2140539922856,12.1385941490329,10.7314721868178,15.3250242852916,8.78355884782066,11.2776086960318,12.5953397900221,11.6086132847978,9.61962967387741,16.1803882951465,14.0915858363992,10.741721240914,10.1171838551615,8.63151867459399,9.59927837314988,11.9541811564805,8.59086609569828,13.405930793676,9.42753516954218,9.10843672529805,8.87781601884968,13.2725212014366,13.0278105159614,11.0565932136014,13.0777609439219,8.97263365401847,11.0595756725715,10.5062574419135,11.399725169019,11.2181254122206,14.1174868775305,3.44855685667377
Luminal_A,10.2625703051706,8.07872788204138,10.9172725018162,8.77183153043156,8.6983473658191,15.4908946996044,9.56936457869709,7.8324580916135,15.3294915209361,9.14807667981581,9.18033012882595,14.9087734526117,8.67066981162935,9.73386396240975,6.26627688589729,11.448746382437,11.8051910187471,14.3383149898538,9.80401338054115,11.0085399492983,11.1723090965902,14.8832829940821,9.11508563889632,10.3403890158219,12.3524049354922,12.0727254934737,8.89654437429463,14.8605913373558,14.0807131016429,10.3804510082728,9.17048257008083,8.04678658326666,9.74717591423114,10.9121108323707,10.5758947011324,8.62452956491559,8.70177002167021,8.85718305903119,11.9050710213836,12.9880047130536,11.9844985922094,9.32050471531154,11.8502236667397,7.54297023806532,9.38366544657883,9.73051669313004,10.9165362501614,10.9260783386316,14.1295788493439,3.88881502594169
Basal,11.1883883416941,14.1970968682327,12.024980382021,11.2763482419217,10.9860225108894,5.89926420196881,13.1119339592376,10.5875700889969,11.4759823484088,13.949241379847,10.2416062976504,13.3772215876517,11.8022608698303,13.9447334300171,10.1497412922473,10.9678841679366,11.4827215650884,12.4532596635638,12.7560704861911,13.4725586899181,11.4664942425093,9.34840767906523,10.9180384256271,11.9908763912001,11.0436729103136,11.2386234341029,11.1363407460028,10.3398964979277,13.0208770202304,10.1914767858956,11.0973524641086,10.6099042401155,12.2415072213642,11.9904035701738,5.76417589148386,7.92126525766599,12.4821332118422,11.0527593534396,7.75307539252647,11.418094513312,9.38915217103211,11.656097584302,11.1130744384688,9.9999478168692,12.355677168083,9.4995988612838,8.80239473720007,10.3144343044685,8.24676129582656,8.58913147903159
Basal,11.7314736411691,13.4468818556787,15.142502533025,10.9223987961578,10.3261168682062,8.45841538582762,12.3807421627409,9.40351048933006,8.60419078769984,12.0034869635507,10.0775479393432,13.2589861856699,12.1658948125833,13.5324460440491,9.99706825528474,12.387834282701,12.2569004152995,11.0633145025534,11.7250262910724,13.246885837463,12.4638879369693,9.98560674223643,9.07347900595628,11.9362372777088,11.8602178069923,12.7493766927452,11.0020617821219,12.8062698107899,13.2226814881027,9.80013358625135,11.1860605784575,10.6710373938208,12.3343384382732,13.3174395348235,4.76983203131758,8.77370381067113,11.0896505431696,11.7666373447489,7.08149025212999,11.9740650764066,10.4759611816838,11.4259619203723,9.52328967937595,10.1253329262502,11.9012085334629,11.180416443571,14.6149054803309,12.9042574525855,9.69673585237189,7.72280152625996
Luminal_A,12.1396520992988,7.99517044231092,9.81224794646642,11.3993629570296,10.0766262342308,13.7924741203092,12.9864715442535,9.30570903936208,14.8702618315851,8.5495257359999,10.9845034808294,14.8364815394276,12.6262717642715,11.7454461141274,7.44941749140364,13.3045732558695,13.8088252844068,15.2181333362295,10.5113258495932,13.2502796953754,10.1638525796789,14.7537600145948,9.2638885603664,12.1489360984943,13.0818225869204,13.4291011753837,11.019132727474,18.9995298461684,14.4349366440281,10.8784131040926,10.5456657782382,10.4649133290163,9.71040711683438,13.3726963068282,7.79438449560658,4.09359196724541,10.8982916170914,10.919397299761,12.7448137938696,14.3122165423529,13.9458146439567,11.5787357124142,11.9916401041075,9.76472704596136,12.118623523761,11.4720754407166,11.2286997522202,10.78458476301,14.3042870734917,4.1760753638261
Basal,12.0787045089934,12.6924641119484,14.3486679703358,11.8410222268824,11.1813329835788,5.52838785007561,12.8743215507409,10.6983280365847,6.55570572382526,13.5891209184493,10.956943631977,11.8943812949032,13.1659003609589,16.2993038185075,11.2429700100123,9.84654006802838,11.0107698974284,7.20477207882487,12.3789512414633,14.4036205291167,13.1200457373347,5.20707296652815,10.997175254325,12.5157719504774,13.3656508211634,12.9917575510873,11.5954993120619,13.4393107485049,13.8367346613322,10.3354344808227,12.5527513003906,11.487132099521,11.259332929305,14.1362253405267,4.5872342490571,8.73096566610087,11.2920426046007,11.0607940652664,6.40697316613766,9.14906220821723,10.1939211946012,12.4954248695873,7.99104580087029,11.9735397482668,12.0897266514636,13.2109032990922,14.8740888973537,12.3060023325028,8.01693974489199,10.4774131138551
Basal,11.1246463427151,12.0657549097836,12.0182005067344,11.7842705196987,11.5003192580242,4.59500248712609,13.297724525806,11.5635247059077,4.49972448285313,15.6150607624204,10.9486769727338,14.0279786983532,12.4116369605054,15.0868114701466,11.206129759051,10.2448845529025,12.4531574196533,6.47633132074887,12.8808896295021,14.2783827282277,14.7559983194696,7.42995285307827,11.460548316326,12.9517902491495,12.3416697783162,13.2051998932829,11.3598627448022,12.7662651036895,12.6867095881798,8.69133641581593,11.6360282754037,11.2850429992461,9.2624924173776,13.2504899702611,6.57311573858592,9.58902266620481,13.7513722188748,11.614870364332,8.04202138250167,9.72950904675153,10.9743772622612,12.1868328477909,9.28409827535457,10.9732693269768,13.8318163771837,11.4848532185752,13.2801362964307,11.0498917099166,9.51785882700223,11.6056046856163
Luminal_A,10.2096697330247,7.90035833984928,10.6783108727883,9.49201694765474,10.1322402683346,8.57697036653162,11.235474294121,8.01784750149075,15.2282321141172,9.245533133044,10.1003466240832,15.0970541722713,10.7963913886854,8.01189669669344,7.27269243668989,10.9039285317129,13.6298897194794,14.2508281984562,10.7719522118464,12.1564440843589,6.26207549530736,15.2280316029975,8.82790454463255,11.6745783206125,12.3344779535266,12.2921399834357,10.268254696925,14.6102114409981,14.8436398957061,11.2316389304542,10.4039488197374,9.54654886009389,9.30270783280417,12.0965517314221,9.0733677207218,7.89390150651267,10.4354122424551,9.88772126575068,12.7746318992118,12.7985940923345,13.495878077522,10.1486046842647,11.6764605446782,8.48115452555208,11.3113269845164,10.8942564581317,4.6130313386339,3.08205676881787,13.8219588929275,3.40626211692839
Her2_positive,11.6145868665352,9.23699418576364,14.6837778169418,10.146527189811,7.42997560778733,6.64516697505478,11.2594688409013,9.9425799280369,8.89959871114468,13.2594902826673,13.4179894983718,15.4942098973571,11.4844195344446,9.06124535748511,10.5552266575221,13.0531154369773,12.2419447381104,13.1987599963214,12.208773906179,12.04068342874,7.77892556693774,14.5451498492041,8.47763254893226,11.66995538175,11.5897705390348,11.37418858055,10.0725935971087,12.9068451648866,18.196467556066,14.1582986103679,10.2433060763298,9.03984861510988,11.0980385696524,12.4734343562733,12.655736082335,7.88832139385753,9.32099406933977,11.1267368975491,9.10310973603562,12.2720779306924,9.03984861510988,11.921144703381,11.3263879807292,8.88046681393996,11.4907414848155,8.22048809893684,6.66766181759103,6.47704258055265,7.41675624804664,1.36337934676687
Triple_Positive,11.4321122993384,8.4348237996564,12.0368342053701,9.55181128296255,10.1198719215038,11.6572497758903,11.3160905186589,9.72919980677574,11.8342617212864,11.2283444104431,10.1116721727836,13.8173146819281,12.2130654663469,8.87489222186255,8.64422133566802,13.1612120301083,13.241109244905,15.4809977856937,10.9482105645199,11.1074899626897,9.63426286109213,14.790546622701,8.18532967319645,11.9935040388196,12.6630509544539,10.8677247983097,10.8246583948665,13.5531473283706,17.5961730741409,13.2600465303833,10.8774301030757,8.77458709339257,7.84442371642815,12.8313917110856,12.1683043891074,12.0722762093705,10.6792580321546,10.7420743987976,7.76299575026654,12.0099845188673,10.4670165810574,13.3807211184809,12.824061663665,9.40807926780661,11.8388816359054,10.4679345537702,9.9633334875857,9.7639976747109,6.9167210506899,2.67929645303792
Luminal_A,10.8548189856601,8.74375235266914,11.6625335596094,11.0998097565372,10.3704316322103,11.0412848015771,11.3532290194128,9.41002719460684,14.1676425299379,10.3627703087756,10.5948500862462,12.6394183406182,10.3678823756036,11.1028790128636,8.64051974100025,11.7558318206372,13.0363633657354,13.2162384828041,10.9696759602471,12.2034611939042,10.9436632630053,14.6595408346211,8.52017253093879,12.2060800414836,13.820040373833,11.680792348441,10.5233442569514,16.9265065398279,14.3706303318381,10.7133826861055,10.2315081907508,10.4553310246616,9.62311855568952,12.5905104631859,9.04333704535515,10.3889897983395,10.4424661282451,10.3185704506991,13.7300219552556,12.866476551834,12.792367321624,11.9286684923446,11.9347099573608,7.7909080763252,11.4138008619084,10.8291027288475,10.6664402555817,10.722058434874,8.7332271336481,3.37130300071066
Luminal_A,9.11770696908306,9.20501703778521,11.2561257098585,9.78997157147229,8.73740172643179,12.4329103933803,10.8866988744968,7.21473827181633,13.1266559640591,10.4298143849665,9.45141116963107,12.2488032156361,10.4716638586851,12.710766838723,6.68640130132015,11.436525477061,12.344753197073,14.1706232575496,10.8115862975752,11.7436354018389,11.8859404062341,14.4242272805058,9.49165576444702,10.9202599358253,11.756905432241,13.0416171036137,9.26429701334368,13.7192647448949,14.7952918107345,12.0271449115712,10.1086653868521,8.88067230608972,10.1768960164147,11.4756775296676,8.28965044347806,7.95166588064002,10.1768960164147,8.47771728202471,12.7845009142481,12.6076498235564,12.8317085854422,10.1891847015062,11.0081992777807,8.34781168781746,10.4183768241491,10.3597880063502,12.5052175838108,13.3522847915689,12.3398011590608,7.38678834135002
